nama_cabang,nama_pelanggan,rating,tanggal_ulasan,teks_komentar
Mie Gacoan - Kenjeran,Yanti Kusumah483,5,Diedit 5 jam lalu,"Dimsum nya enak, mie nya juga mantap"
Mie Gacoan - Kenjeran,M. Effendi,5,4 hari lalu,"Tempatnya bersih dan nyaman, recommended!"
Mie Gacoan - Kenjeran,vega796,4,2 jam lalu,"Enak dan murah, tapi kadang porsi kurang banyak"
Mie Gacoan - Kenjeran,Nabila Kurnadi,5,3 jam lalu,"Tempatnya bersih dan nyaman, recommended!"
Mie Gacoan - Kenjeran,Ferry Budiman96,5,Diedit 2 hari lalu,"Porsi besar, harga murah, rasanya enak"
Mie Gacoan - Kenjeran,tari dwi,5,4 bulan lalu,"Tempatnya bersih, toiletnya juga bersih"
Mie Gacoan - Kenjeran,Ica Taufiq,4,10 jam lalu,"Enak sih, cuma kadang antrian panjang"
Mie Gacoan - Kenjeran,Nina pamungkas,5,3 bulan lalu,"Ga nyesel makan disini, enak semua"
Mie Gacoan - Kenjeran,V. Sutanto,5,5 jam lalu,"Level pedas bisa disesuaikan, mantap"
Mie Gacoan - Kenjeran,Vian basuki,4,Diedit 3 jam lalu,"Enak sih, cuma kadang antrian panjang"
Mie Gacoan - Kenjeran,firman290,5,5 hari lalu,Staff nya ramah dan helpful banget
Mie Gacoan - Kenjeran,Putri Prabowo,5,18 jam lalu,Tempatnya strategis dan mudah dijangkau
Mie Gacoan - Kenjeran,cici940,5,5 hari lalu,Kalo laper malam-malam langsung kesini
Mie Gacoan - Kenjeran,Mira M.,5,6 hari lalu,Pelayanannya memuaskan
Mie Gacoan - Kenjeran,Y. Anwar,4,6 hari lalu,"Rasanya oke, tapi porsi bisa lebih banyak"
Mie Gacoan - Kenjeran,Tina Andriani813,5,15 jam lalu,Top markotop! Selalu langganan disini
Mie Gacoan - Kenjeran,nanda basuki,4,2 bulan lalu,"Bagus sih, tapi kadang kehabisan menu tertentu"
Mie Gacoan - Kenjeran,R. Chandra,5,1 bulan lalu,Tempat nongkrong favorit
Mie Gacoan - Kenjeran,O. Andriani,5,3 jam lalu,"Pelayanan cepat, tempat nyaman"
Mie Gacoan - Kenjeran,Bobby gunawan,5,15 jam lalu,Kalo lagi pengen makan enak ya kesini
Mie Gacoan - Kenjeran,Laila anggraini,4,2 jam lalu,"Rasanya enak, cuma kadang terlalu rame"
Mie Gacoan - Kenjeran,Luki Gery Irawan,5,12 jam lalu,Topping nya banyak dan enak semua
Mie Gacoan - Kenjeran,gesang mahardika,5,2 jam lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,Mira U.,4,4 bulan lalu,"Bagus overall, cuma parkir suka penuh"
Mie Gacoan - Kenjeran,Agung Effendi,5,2 jam lalu,Cocok banget buat nongkrong sama temen
Mie Gacoan - Kenjeran,Kurnia93,5,2 bulan lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,lestari476,5,5 jam lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,Ulfa Utomo,3,1 hari lalu,"Standar lah, sesuai harga"
Mie Gacoan - Kenjeran,Lala Teguh Basuki,5,Diedit 1 minggu lalu,"Level pedasnya bisa request, enak!"
Mie Gacoan - Kenjeran,R. Maulana,5,3 hari lalu,Kalo lagi pengen makan enak ya kesini
Mie Gacoan - Kenjeran,fajar adiputra,3,15 jam lalu,"Biasa aja, pelayanan juga standar"
Mie Gacoan - Kenjeran,Erna79,4,12 jam lalu,"Tempatnya bagus, tapi kadang AC kurang dingin"
Mie Gacoan - Kenjeran,ivan kurnadi,4,10 jam lalu,"Tempatnya nyaman, tapi kadang terlalu bising"
Mie Gacoan - Kenjeran,Made Jihan Pertiwi,5,1 jam lalu,24 jam jadi bisa makan kapan aja
Mie Gacoan - Kenjeran,Kenzo Anwar45,5,7 jam lalu,Selalu jadi pilihan kalo laper tengah malam
Mie Gacoan - Kenjeran,Sandi68,5,1 bulan lalu,Makanannya selalu konsisten
Mie Gacoan - Kenjeran,Widya bakti,4,1 minggu lalu,"Enak sih, cuma kadang antrian panjang"
Mie Gacoan - Kenjeran,Taufik64,4,12 jam lalu,"Pelayanan cepat, cuma kadang tempat duduk penuh"
Mie Gacoan - Kenjeran,Jasmine Utomo,3,3 bulan lalu,"Rasanya standar, tidak terlalu istimewa"
Mie Gacoan - Kenjeran,Yogi Susanto,5,2 bulan lalu,"Level pedas bisa disesuaikan, mantap"
Mie Gacoan - Kenjeran,Maya80,5,2 hari lalu,Tempat nongkrong favorit
Mie Gacoan - Kenjeran,Yanto wibowo,3,2 jam lalu,Lumayan enak tapi ga wow banget
Mie Gacoan - Kenjeran,Umar Teguh Permana,5,10 jam lalu,Harga murah tapi rasa ga murahan
Mie Gacoan - Kenjeran,taufik306,5,3 jam lalu,Harga murah tapi rasa ga murahan
Mie Gacoan - Kenjeran,Prita63,3,6 hari lalu,"Biasa aja, pelayanan juga standar"
Mie Gacoan - Kenjeran,putri adi,5,4 hari lalu,Pangsit gorengnya enak banget
Mie Gacoan - Kenjeran,Oki Putra,4,3 hari lalu,"Rasanya oke, tapi porsi bisa lebih banyak"
Mie Gacoan - Kenjeran,Erna Irawan593,3,6 hari lalu,"Biasa aja, ga terlalu istimewa"
Mie Gacoan - Kenjeran,Yuda R.,4,Diedit 1 minggu lalu,"Overall puas, cuma kadang pelayan lupa pesanan"
Mie Gacoan - Kenjeran,zahra suryanto,5,Diedit 5 jam lalu,Pelayannya sigap dan ramah
Mie Gacoan - Kenjeran,Eko Chandra543,3,3 jam lalu,"Biasa aja, ga jelek ga bagus banget"
Mie Gacoan - Kenjeran,nanda galih,4,7 jam lalu,"Overall bagus, cuma pelayanan agak lama"
Mie Gacoan - Kenjeran,Luki44,4,5 hari lalu,"Enak dan murah, tapi kadang porsi kurang banyak"
Mie Gacoan - Kenjeran,Nanda Qurniawan,4,1 hari lalu,"Rasanya enak, tapi kadang kepedesan"
Mie Gacoan - Kenjeran,Rina Maulana517,4,5 jam lalu,"Makanan enak, tapi parkirnya agak susah"
Mie Gacoan - Kenjeran,bambang lestari,5,5 hari lalu,"Pelayanan ramah, makanan fresh"
Mie Gacoan - Kenjeran,budi syahputra,4,6 hari lalu,"Makanan enak, tapi parkirnya agak susah"
Mie Gacoan - Kenjeran,cindy lestari,5,6 hari lalu,"Menu nya bervariasi, semua enak"
Mie Gacoan - Kenjeran,Okta11,5,6 hari lalu,"Pelayanan bagus, makanan cepat datang"
Mie Gacoan - Kenjeran,agus adiputra,5,Diedit 1 minggu lalu,"Porsi besar, harga murah, rasanya enak"
Mie Gacoan - Kenjeran,I. Rizky,3,3 hari lalu,Cukup memuaskan tapi bisa lebih baik
Mie Gacoan - Kenjeran,Winda Nurhayati384,5,2 bulan lalu,"Makanannya enak, harga terjangkau"
Mie Gacoan - Kenjeran,Nina Ivan Kartika,5,2 jam lalu,"Tempatnya bersih, toiletnya juga bersih"
Mie Gacoan - Kenjeran,W. Wahyudi,5,12 jam lalu,Kalo laper malam-malam langsung kesini
Mie Gacoan - Kenjeran,Tono37,4,3 bulan lalu,"Tempatnya nyaman, tapi kadang terlalu bising"
Mie Gacoan - Kenjeran,Satria Nugraha45,5,Diedit 1 jam lalu,"Makanannya enak, pelayannya ramah, tempatnya nyaman"
Mie Gacoan - Kenjeran,Endah Wicaksono585,4,6 hari lalu,"Enak sih, cuma kadang antrian panjang"
Mie Gacoan - Kenjeran,Chandra kusumah,5,Diedit 1 minggu lalu,Mantap banget! Pelayanannya cepat dan ramah
Mie Gacoan - Kenjeran,Lisa arifin,5,6 hari lalu,"Pelayanan cepat, tempat nyaman"
Mie Gacoan - Kenjeran,sinta950,5,Diedit 1 hari lalu,"Mie nya kenyal, kuahnya gurih"
Mie Gacoan - Kenjeran,Rina Susanto,4,Diedit 3 jam lalu,"Overall bagus, cuma pelayanan agak lama"
Mie Gacoan - Kenjeran,Tiara Ridwan Hermawan,5,1 bulan lalu,Tempat favorit buat makan mie pedas
Mie Gacoan - Kenjeran,Andi Rosyid,4,Diedit 1 minggu lalu,"Enak dan murah, tapi kadang nunggu lama kalo rame"
Mie Gacoan - Kenjeran,Iqbal Kartika,1,3 hari lalu,Sangat tidak memuaskan
Mie Gacoan - Kenjeran,Guntur J.,5,7 jam lalu,Pelayannya sigap dan ramah
Mie Gacoan - Kenjeran,kurnia537,5,1 hari lalu,Pelayanan cepat meski lagi full
Mie Gacoan - Kenjeran,Guntur Darmawan326,5,4 hari lalu,Pelayannya sigap dan ramah
Mie Gacoan - Kenjeran,Fitri Uci Wahyudi,4,12 jam lalu,Enak tapi kadang terlalu asin
Mie Gacoan - Kenjeran,Jeni qurniawan,5,3 hari lalu,"Tempatnya bersih dan nyaman, recommended!"
Mie Gacoan - Kenjeran,V. Kurniawan,5,5 hari lalu,Pangsit gorengnya enak banget
Mie Gacoan - Kenjeran,Widya Hana Pamungkas,5,1 minggu lalu,Selalu puas tiap kali makan disini
Mie Gacoan - Kenjeran,lala darmawan,5,3 hari lalu,Mie ayam jamur nya recommended
Mie Gacoan - Kenjeran,oji fadillah,3,3 hari lalu,Cukup memuaskan tapi bisa lebih baik
Mie Gacoan - Kenjeran,Penny Galih,5,Diedit 2 hari lalu,Top markotop! Selalu langganan disini
Mie Gacoan - Kenjeran,Putra Chandra Lesmana,5,7 jam lalu,"Parkir luas, tempatnya gampang dicari"
Mie Gacoan - Kenjeran,fitri taufiq,4,12 jam lalu,Enak tapi kadang terlalu asin
Mie Gacoan - Kenjeran,Joko S.,5,3 minggu lalu,"Porsi besar, harga murah, rasanya enak"
Mie Gacoan - Kenjeran,Farhan N.,5,3 hari lalu,"Langganan terus dari dulu, ga pernah mengecewakan"
Mie Gacoan - Kenjeran,Nanda handoko,5,2 bulan lalu,"Tempatnya bersih, toiletnya juga bersih"
Mie Gacoan - Kenjeran,Erna Surya Irawan,5,10 jam lalu,"AC nya dingin, tempatnya nyaman"
Mie Gacoan - Kenjeran,Penny Hutagalung298,5,5 jam lalu,"Menu nya bervariasi, semua enak"
Mie Gacoan - Kenjeran,Uci P.,5,3 bulan lalu,Tempatnya strategis dan mudah dijangkau
Mie Gacoan - Kenjeran,Oji W.,5,3 hari lalu,Makanannya selalu konsisten
Mie Gacoan - Kenjeran,Oki S.,4,Diedit 3 jam lalu,"Tempatnya nyaman, tapi kadang terlalu bising"
Mie Gacoan - Kenjeran,Ivan ramadhan,4,4 bulan lalu,"Makanannya enak, tapi kadang pedasnya ga konsisten"
Mie Gacoan - Kenjeran,Kris Taufik Hartono,5,3 jam lalu,Pelayannya sigap dan ramah
Mie Gacoan - Kenjeran,Ulfa saputra,5,2 jam lalu,Mie ayam jamur nya recommended
Mie Gacoan - Kenjeran,Indra Prabowo606,5,6 hari lalu,Es teh nya pas manisnya
Mie Gacoan - Kenjeran,Lestari Umar Gunawan,5,5 hari lalu,Suasana nya asik buat ngobrol
Mie Gacoan - Kenjeran,Yanto Santoso,5,4 hari lalu,Makanan nya selalu fresh dan panas
Mie Gacoan - Kenjeran,Luki Usman,4,Diedit 1 hari lalu,"Rasanya enak, tapi kadang kepedesan"
Mie Gacoan - Kenjeran,okta irawan,5,3 hari lalu,Tempat favorit buat makan mie pedas
Mie Gacoan - Kenjeran,Putri Andi Wibowo,4,2 minggu lalu,"Bagus, tapi wifi nya sering lemot"
Mie Gacoan - Kenjeran,vega adi,4,7 jam lalu,"Enak sih, tapi kadang mie nya overcooked"
Mie Gacoan - Kenjeran,Z. Darmawan,5,3 bulan lalu,"Ga nyesel makan disini, enak semua"
Mie Gacoan - Kenjeran,Mira14,5,6 hari lalu,"Level pedasnya bisa request, enak!"
Mie Gacoan - Kenjeran,Zaki tri,5,1 hari lalu,Makanannya selalu konsisten
Mie Gacoan - Kenjeran,Lisa Lestari Lestari,3,Diedit 2 hari lalu,Oke lah untuk harga segini
Mie Gacoan - Kenjeran,surya andriani,5,1 bulan lalu,Staff nya ramah dan helpful banget
Mie Gacoan - Kenjeran,Wawan95,5,4 hari lalu,"Parkir luas, tempatnya gampang dicari"
Mie Gacoan - Kenjeran,Yessi Adiputra,3,5 hari lalu,"Lumayan sih, tapi ada yang lebih enak"
Mie Gacoan - Kenjeran,Ratna Taufiq53,4,5 jam lalu,"Bagus overall, cuma parkir suka penuh"
Mie Gacoan - Kenjeran,Laila Udin Firmansyah,5,Diedit 3 jam lalu,"Tempatnya luas, cocok buat nongkrong"
Mie Gacoan - Kenjeran,Vivi Purnomo110,5,4 hari lalu,"Ga nyesel makan disini, enak semua"
Mie Gacoan - Kenjeran,Kiki Prita Zakaria,5,2 minggu lalu,Selalu puas tiap kali makan disini
Mie Gacoan - Kenjeran,oji anggraini,3,5 hari lalu,Cukup memuaskan tapi bisa lebih baik
Mie Gacoan - Kenjeran,Dewi Nabila Atmaja,5,2 hari lalu,Pelayanan cepat meski lagi full
Mie Gacoan - Kenjeran,Kris Galuh Qodir,5,4 bulan lalu,"Level pedasnya bisa request, enak!"
Mie Gacoan - Kenjeran,Erna purnomo,4,Diedit 3 jam lalu,"Makanannya enak, tapi kadang pedasnya ga konsisten"
Mie Gacoan - Kenjeran,Vivi Nita Ramadhan,5,3 bulan lalu,Staff nya ramah dan helpful banget
Mie Gacoan - Kenjeran,Nita Yoga Zakaria,5,1 hari lalu,Mantap banget! Pelayanannya cepat dan ramah
Mie Gacoan - Kenjeran,ica lukman,4,1 bulan lalu,"Overall bagus, cuma pelayanan agak lama"
Mie Gacoan - Kenjeran,Vivi tri,5,Diedit 2 hari lalu,"Makanannya enak, pelayannya ramah, tempatnya nyaman"
Mie Gacoan - Kenjeran,V. Sulistyo,5,3 bulan lalu,Makanan datang cepat meski lagi rame
Mie Gacoan - Kenjeran,ridwan633,4,4 hari lalu,Enak tapi kadang terlalu asin
Mie Gacoan - Kenjeran,Denny Cindy Firmansyah,5,15 jam lalu,Kalo lagi pengen makan enak ya kesini
Mie Gacoan - Kenjeran,Mira Dian Zakaria,5,2 hari lalu,"Pelayanan ramah, makanan fresh"
Mie Gacoan - Kenjeran,Galuh Rosyid,4,2 minggu lalu,"Pelayanan cepat, cuma kadang tempat duduk penuh"
Mie Gacoan - Kenjeran,I. Kurniawan,4,Diedit 5 jam lalu,"Tempatnya bagus, tapi kadang AC kurang dingin"
Mie Gacoan - Kenjeran,Nina Rahmawati,4,Diedit 3 jam lalu,"Makanan enak, tapi kadang porsi kurang konsisten"
Mie Gacoan - Kenjeran,Surya Wahyu Fitriani,5,3 bulan lalu,Kalo laper malam-malam langsung kesini
Mie Gacoan - Kenjeran,Sinta50,1,10 jam lalu,Sangat kecewa dengan pelayanan dan rasa
Mie Gacoan - Kenjeran,Siska70,5,Diedit 5 jam lalu,Selalu jadi pilihan kalo laper tengah malam
Mie Gacoan - Kenjeran,doni755,5,Diedit 1 jam lalu,24 jam jadi bisa makan kapan aja
Mie Gacoan - Kenjeran,Gesang S.,3,1 minggu lalu,"Biasa aja, ga jelek ga bagus banget"
Mie Gacoan - Kenjeran,Kiki Darmawan,5,1 jam lalu,Kalo laper malam-malam langsung kesini
Mie Gacoan - Kenjeran,Joko K.,4,7 jam lalu,"Makanannya enak, tapi kadang pedasnya ga konsisten"
Mie Gacoan - Kenjeran,Maya33,4,3 jam lalu,"Makanan enak, tapi kadang nunggu meja lama"
Mie Gacoan - Kenjeran,annisa597,4,Diedit 5 jam lalu,"Rasanya enak, cuma kadang terlalu rame"
Mie Gacoan - Kenjeran,Kris Agus Lesmana,5,Diedit 1 hari lalu,"AC nya dingin, tempatnya nyaman"
Mie Gacoan - Kenjeran,Lala taufiq,5,Diedit 5 jam lalu,Makanannya selalu konsisten
Mie Gacoan - Kenjeran,Ojan Mulyadi,5,18 jam lalu,"Tempatnya luas, cocok buat nongkrong"
Mie Gacoan - Kenjeran,M. Wicaksono,5,2 bulan lalu,Dimsum goreng nya crispy enak
Mie Gacoan - Kenjeran,Nina firmansyah,5,4 bulan lalu,Top markotop! Selalu langganan disini
Mie Gacoan - Kenjeran,Kris Martono738,5,1 jam lalu,Pelayanannya memuaskan
Mie Gacoan - Kenjeran,A. Jatmiko,5,3 minggu lalu,Porsinya mengenyangkan
Mie Gacoan - Kenjeran,ivan911,3,12 jam lalu,Lumayan tapi kadang inconsistent
Mie Gacoan - Kenjeran,Bella Lestari Kurnadi,5,15 jam lalu,Suasana nya asik buat ngobrol
Mie Gacoan - Kenjeran,Mira19,3,3 minggu lalu,Lumayan enak tapi ga wow banget
Mie Gacoan - Kenjeran,Aini Rizky922,4,2 hari lalu,"Overall bagus, cuma pelayanan agak lama"
Mie Gacoan - Kenjeran,Bambang Mahardika628,5,1 hari lalu,"Makanannya enak, harga terjangkau"
Mie Gacoan - Kenjeran,Gilang Ulfa Ginting,5,1 jam lalu,Dimsum goreng nya crispy enak
Mie Gacoan - Kenjeran,irfan981,5,15 jam lalu,24 jam jadi bisa makan kapan aja
Mie Gacoan - Kenjeran,Satria W.,4,15 jam lalu,"Tempatnya nyaman, tapi kadang terlalu bising"
Mie Gacoan - Kenjeran,Novi P.,4,Diedit 2 hari lalu,"Enak dan murah, tapi kadang porsi kurang banyak"
Mie Gacoan - Kenjeran,A. Hidayat,4,5 jam lalu,"Makanan enak, tapi kadang porsi kurang konsisten"
Mie Gacoan - Kenjeran,siska setiawan,5,3 hari lalu,Makanan datang cepat meski lagi rame
Mie Gacoan - Kenjeran,Kris A.,5,Diedit 3 jam lalu,Bersih dan higienis tempatnya
Mie Gacoan - Kenjeran,Nadia37,3,2 bulan lalu,"Biasa aja, ga jelek ga bagus banget"
Mie Gacoan - Kenjeran,Omar kurniawan,3,15 jam lalu,"Lumayan sih, tapi ada yang lebih enak"
Mie Gacoan - Kenjeran,Oji Usman,4,15 jam lalu,"Bagus, tapi wifi nya sering lemot"
Mie Gacoan - Kenjeran,Eko Lestari Martono,5,4 bulan lalu,"Tempatnya bersih dan nyaman, recommended!"
Mie Gacoan - Kenjeran,Kurnia29,3,1 jam lalu,Lumayan untuk mengisi perut
Mie Gacoan - Kenjeran,Lina Nabila Atmaja,5,5 hari lalu,Pangsit gorengnya enak banget
Mie Gacoan - Kenjeran,Annisa33,5,1 bulan lalu,Dimsum goreng nya crispy enak
Mie Gacoan - Kenjeran,Citra12,5,4 bulan lalu,Cocok buat budget mahasiswa
Mie Gacoan - Kenjeran,fani144,5,3 hari lalu,"Ga nyesel makan disini, enak semua"
Mie Gacoan - Kenjeran,Fajar10,4,5 jam lalu,"Enak dan murah, tapi kadang nunggu lama kalo rame"
Mie Gacoan - Kenjeran,Prita ardianto,5,2 jam lalu,Selalu puas tiap kali makan disini
Mie Gacoan - Kenjeran,Okta Junaidi238,5,5 hari lalu,"Level pedas bisa disesuaikan, mantap"
Mie Gacoan - Kenjeran,Zulfa Wawan Permana,4,Diedit 1 jam lalu,"Enak dan murah, tapi kadang porsi kurang banyak"
Mie Gacoan - Kenjeran,R. Rosyid,4,Diedit 1 minggu lalu,"Rasanya oke, cuma kadang kurang pedas"
Mie Gacoan - Kenjeran,cahya qurniawan,5,2 minggu lalu,Kualitas terjaga dari dulu sampai sekarang
Mie Gacoan - Kenjeran,U. Permana,5,1 bulan lalu,"Langganan terus dari dulu, ga pernah mengecewakan"
Mie Gacoan - Kenjeran,Tari Hidayat,5,18 jam lalu,"Level pedasnya bisa request, enak!"
Mie Gacoan - Kenjeran,Surya Rangga Syahputra,5,3 bulan lalu,"Mie nya kenyal, kuahnya gurih"
Mie Gacoan - Kenjeran,Karina Pertiwi,4,1 minggu lalu,"Makanan enak, tapi kadang stopan kurang gurih"
Mie Gacoan - Kenjeran,Irfan Kiki Prabowo,5,3 hari lalu,Cocok buat budget mahasiswa
Mie Gacoan - Kenjeran,Lala Willy Wardana,4,Diedit 5 jam lalu,"Bagus, tapi wifi nya sering lemot"
Mie Gacoan - Kenjeran,Omar27,5,Diedit 2 hari lalu,Makanan datang cepat meski lagi rame
Mie Gacoan - Kenjeran,Nina Usman84,5,18 jam lalu,"Enak banget mie nya, porsinya juga pas"
Mie Gacoan - Kenjeran,Luki Mulyadi,3,7 jam lalu,"Lumayan sih, tapi ada yang lebih enak"
Mie Gacoan - Kenjeran,Umi68,4,10 jam lalu,"Makanan enak, tapi parkirnya agak susah"
Mie Gacoan - Kenjeran,Silvi Wicaksono774,5,18 jam lalu,Staff nya ramah dan helpful banget
Mie Gacoan - Kenjeran,Joko D.,3,6 hari lalu,Oke sih tapi ekspektasi lebih tinggi
Mie Gacoan - Kenjeran,Rini oktavian,3,Diedit 1 hari lalu,"Biasa aja, ga terlalu istimewa"
Mie Gacoan - Kenjeran,Indra Qurniawan,4,18 jam lalu,"Enak sih, cuma kadang antrian panjang"
Mie Gacoan - Kenjeran,Willy hartanto,4,1 hari lalu,"Bagus overall, cuma parkir suka penuh"
Mie Gacoan - Kenjeran,Teguh78,5,5 jam lalu,"Enak banget mie nya, porsinya juga pas"
Mie Gacoan - Kenjeran,I. Qodir,3,5 hari lalu,Lumayan enak tapi ga wow banget
Mie Gacoan - Kenjeran,Putri B.,3,2 jam lalu,Oke sih tapi ekspektasi lebih tinggi
Mie Gacoan - Kenjeran,Erna Adi,5,5 jam lalu,Topping nya banyak dan enak semua
Mie Gacoan - Kenjeran,Dewi Laksono,5,Diedit 1 jam lalu,Staff nya ramah dan helpful banget
Mie Gacoan - Kenjeran,karina415,5,4 bulan lalu,Pelayanan cepat meski lagi full
Mie Gacoan - Kenjeran,Ivan Anwar,4,Diedit 5 jam lalu,"Enak dan murah, tapi kadang nunggu lama kalo rame"
Mie Gacoan - Kenjeran,Oki S.,5,6 hari lalu,Mie ayam jamur nya recommended
Mie Gacoan - Kenjeran,Jasmine wahyudi,5,1 hari lalu,Tempatnya strategis dan mudah dijangkau
Mie Gacoan - Kenjeran,Sandi Dian Susanto,5,2 minggu lalu,Pelayanan cepat meski lagi full
Mie Gacoan - Kenjeran,Candra41,4,3 hari lalu,"Bagus overall, cuma parkir suka penuh"
Mie Gacoan - Kenjeran,Ayu Imam Lukman,4,Diedit 2 hari lalu,"Tempatnya nyaman, tapi kadang terlalu bising"
Mie Gacoan - Kenjeran,Pandu anggraini,5,3 hari lalu,"Parkir luas, tempatnya gampang dicari"
Mie Gacoan - Kenjeran,bunga315,4,7 jam lalu,"Pelayanan cepat, cuma kadang tempat duduk penuh"
Mie Gacoan - Kenjeran,Reza19,5,5 jam lalu,Pangsit gorengnya enak banget
Mie Gacoan - Kenjeran,Penny P.,5,5 jam lalu,Kalo laper malam-malam langsung kesini
Mie Gacoan - Kenjeran,Nita hartono,4,10 jam lalu,"Rasanya enak, tapi kadang kepedesan"
Mie Gacoan - Kenjeran,Irfan S.,2,3 bulan lalu,"Pelayanan lama, makanan dingin"
Mie Gacoan - Kenjeran,Yogi Budiman686,4,Diedit 5 jam lalu,"Makanan enak, tapi kadang nunggu meja lama"
Mie Gacoan - Kenjeran,Johan95,5,18 jam lalu,"Mie nya kenyal, kuahnya gurih"
Mie Gacoan - Kenjeran,Wawan O.,5,Diedit 5 jam lalu,Porsinya mengenyangkan
Mie Gacoan - Kenjeran,Kris Oktavian543,1,2 jam lalu,"Pelayanan buruk, makanan ga enak"
Mie Gacoan - Kenjeran,umar usman,5,7 jam lalu,"Pelayanan ramah, makanan fresh"
Mie Gacoan - Kenjeran,zahwa wahyudi,5,4 bulan lalu,"Mie nya kenyal, kuahnya gurih"
Mie Gacoan - Kenjeran,Oji Erlangga531,3,1 jam lalu,Cukup lah buat makan cepat
Mie Gacoan - Kenjeran,Jihan H.,4,Diedit 1 hari lalu,"Enak dan murah, tapi kadang nunggu lama kalo rame"
Mie Gacoan - Kenjeran,Endah P.,5,1 minggu lalu,Cocok buat budget mahasiswa
Mie Gacoan - Kenjeran,candra pertiwi,5,2 jam lalu,Makanan datang cepat meski lagi rame
Mie Gacoan - Kenjeran,N. Suharto,5,Diedit 1 minggu lalu,Topping nya banyak dan enak semua
Mie Gacoan - Kenjeran,Emil S.,3,3 hari lalu,Lumayan tapi kadang inconsistent
Mie Gacoan - Kenjeran,G. Jatmiko,5,3 hari lalu,Es teh nya pas manisnya
Mie Gacoan - Kenjeran,Chandra Kusuma,4,Diedit 1 minggu lalu,"Bagus sih, tapi kadang kehabisan menu tertentu"
Mie Gacoan - Kenjeran,sinta302,5,2 jam lalu,Top markotop! Selalu langganan disini
Mie Gacoan - Kenjeran,Putra38,4,6 hari lalu,"Enak sih, cuma kadang antrian panjang"
Mie Gacoan - Kenjeran,Novi Laila Fitriani,5,Diedit 1 jam lalu,Kualitas terjaga dari dulu sampai sekarang
Mie Gacoan - Kenjeran,Imam Junaidi223,5,2 jam lalu,Es teh nya pas manisnya
Mie Gacoan - Kenjeran,N. Sulistyo,4,2 minggu lalu,"Bagus sih, tapi kadang kehabisan menu tertentu"
Mie Gacoan - Kenjeran,reza effendi,3,5 hari lalu,"Biasa aja, ga terlalu istimewa"
Mie Gacoan - Kenjeran,Iqbal82,4,2 hari lalu,"Makanannya enak, tapi kadang pedasnya ga konsisten"
Mie Gacoan - Kenjeran,U. Nugraha,5,5 jam lalu,"Tempatnya luas, cocok buat nongkrong"
Mie Gacoan - Kenjeran,Cici73,5,4 bulan lalu,Selalu puas tiap kali makan disini
Mie Gacoan - Kenjeran,Novi cahyono,4,4 bulan lalu,"Bagus sih, tapi kadang kehabisan menu tertentu"
Mie Gacoan - Kenjeran,Tari sutanto,3,1 minggu lalu,Cukup memuaskan tapi bisa lebih baik
Mie Gacoan - Kenjeran,Johan95,5,Diedit 3 jam lalu,"Parkir luas, tempatnya gampang dicari"
Mie Gacoan - Kenjeran,yogi rahman,5,2 minggu lalu,Top markotop! Selalu langganan disini
Mie Gacoan - Kenjeran,Eko sanjaya,3,3 minggu lalu,Oke sih tapi ekspektasi lebih tinggi
Mie Gacoan - Kenjeran,Joko Haryanto652,5,10 jam lalu,"Rasa enak, harga bersahabat"
Mie Gacoan - Kenjeran,Rini N.,3,1 minggu lalu,Lumayan tapi kadang inconsistent
Mie Gacoan - Kenjeran,fani bakti,5,Diedit 5 jam lalu,"Langganan terus dari dulu, ga pernah mengecewakan"
Mie Gacoan - Kenjeran,winda321,4,Diedit 5 jam lalu,"Makanan enak, tapi kadang stopan kurang gurih"
Mie Gacoan - Kenjeran,Silvi Susanto,5,1 minggu lalu,"Menu nya bervariasi, semua enak"
Mie Gacoan - Kenjeran,S. Pranata,4,4 hari lalu,"Makanan enak, tapi kadang stopan kurang gurih"
Mie Gacoan - Kenjeran,Chandra Adiputra70,5,1 minggu lalu,Kalo laper malam-malam langsung kesini
Mie Gacoan - Kenjeran,G. Wicaksono,5,12 jam lalu,"Ga nyesel makan disini, enak semua"
Mie Gacoan - Kenjeran,jaya pratama,5,Diedit 2 hari lalu,"Langganan terus dari dulu, ga pernah mengecewakan"
Mie Gacoan - Kenjeran,Luki88,5,3 jam lalu,"Mie nya kenyal, kuahnya gurih"
Mie Gacoan - Kenjeran,Rangga Suharto707,5,2 bulan lalu,Pangsit gorengnya enak banget
Mie Gacoan - Kenjeran,Gita Nurdiyanto,4,1 jam lalu,"Overall puas, cuma kadang pelayan lupa pesanan"
Mie Gacoan - Kenjeran,Putri H.,5,3 jam lalu,"Dimsum nya enak, mie nya juga mantap"
Mie Gacoan - Kenjeran,imam mulyadi,3,2 bulan lalu,Standar kualitas franchise lah
Mie Gacoan - Kenjeran,Jeni Joko Tri,5,Diedit 2 hari lalu,Bersih dan higienis tempatnya
Mie Gacoan - Kenjeran,Yessi Mulyadi118,4,6 hari lalu,"Overall puas, cuma kadang pelayan lupa pesanan"
Mie Gacoan - Kenjeran,Uci Budiman,5,Diedit 1 hari lalu,Pelayanan cepat meski lagi full
